review,sentiment,sentiment_score,bert_sentiment,bert_score,rating,bank,themes
Constantly crashing after new update,Negative,0.06818181818181818,NEGATIVE,0.9982088804244995,1,Commercial Bank of Ethiopia,['Performance']
Ani Addunyaa Eebbisaa Tolasaa ti. Magaalaa Mandii keessaa dukkaana qorichaa dhuunfaan qaba. Appilikeeshiniin kun hojii koo kana naaf saffisiisuu keessatti qooda ol’aanaa qaba. Akka ‘mobile banking’ ‘busy’ waan hin ta’u. Namoonni hundumtuu Appii kana akka fayyadaman cimseen gorsa. Galatoomaa!💪🙏❤️,Positive,0.1,NEGATIVE,0.9952143430709839,5,Commercial Bank of Ethiopia,['Feature Requests']
"Great UX, simple to use yet has all necessary features.",Positive,0.26666666666666666,POSITIVE,0.9980582594871521,4,Commercial Bank of Ethiopia,['Feature Requests']
Nice 👍 this is app,Positive,0.6,POSITIVE,0.9995307922363281,5,Commercial Bank of Ethiopia,['Other']
"Why can't we use this app with Developer Mode turned on, when other big international banks apps allow it?",Negative,-0.041666666666666664,NEGATIVE,0.9983769655227661,1,Commercial Bank of Ethiopia,['Other']
It is Good application,Positive,0.7,POSITIVE,0.9998681545257568,4,Commercial Bank of Ethiopia,['Other']
Guys after the last update it's crushing a lot like alot look in to it,Neutral,0.2,POSITIVE,0.9512681365013123,3,Commercial Bank of Ethiopia,['Other']
The best app,Positive,1.0,POSITIVE,0.9998469352722168,5,Commercial Bank of Ethiopia,['Other']
This is agood app,Positive,0.0,NEGATIVE,0.9740092754364014,5,Commercial Bank of Ethiopia,['Other']
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,Neutral,-0.07777777777777778,NEGATIVE,0.9995484948158264,3,Commercial Bank of Ethiopia,['Other']
Very best and fast money transferring app,Positive,0.6,POSITIVE,0.9991329312324524,5,Commercial Bank of Ethiopia,['Transaction Issues']
Why is it so hard to use this app why don't you make it simple like other apps sometimes it doesn't function right,Negative,-0.03273809523809525,NEGATIVE,0.9993847608566284,1,Commercial Bank of Ethiopia,['Other']
Sweet,Positive,0.35,POSITIVE,0.9998382329940796,5,Commercial Bank of Ethiopia,['Other']
Very best app,Positive,1.0,POSITIVE,0.9998177886009216,5,Commercial Bank of Ethiopia,['Other']
couldnt update the app,Negative,0.0,NEGATIVE,0.9958498477935791,1,Commercial Bank of Ethiopia,['Other']
ምርጥ አፕ ነው ሌላ ማለት አይቻልም ፡ግ,Neutral,,NEGATIVE,0.9239576458930969,5,Commercial Bank of Ethiopia,['Other']
"Too much commission and service charges, not fair at all this is stealing",Negative,-0.07499999999999998,NEGATIVE,0.9996604919433594,1,Commercial Bank of Ethiopia,['Other']
Very god,Positive,0.2,POSITIVE,0.9914793372154236,4,Commercial Bank of Ethiopia,['Other']
Not work some tumes,Positive,0.0,NEGATIVE,0.9993159770965576,5,Commercial Bank of Ethiopia,['Other']
It is easy and user friendly,Positive,0.4041666666666667,POSITIVE,0.9986781477928162,5,Commercial Bank of Ethiopia,['Other']
When I open the app it turns off keep says (app has a bug ) the app needs update,Negative,0.0,NEGATIVE,0.9987732768058777,2,Commercial Bank of Ethiopia,['Other']
Solve unwanted time and the time to losses cbe office,Positive,0.0,NEGATIVE,0.9968206882476807,5,Commercial Bank of Ethiopia,['Other']
I faced a big problem with this due to Developer mode problem How can you help me pls?,Positive,-0.0625,NEGATIVE,0.9996224641799927,5,Commercial Bank of Ethiopia,['Other']
utilizes too much power & Crashes often,Neutral,0.2,NEGATIVE,0.9769358038902283,3,Commercial Bank of Ethiopia,['Performance']
Most effective so far.,Positive,0.4000000000000001,POSITIVE,0.9996976852416992,5,Commercial Bank of Ethiopia,['Other']
Not working normally,Negative,0.15,NEGATIVE,0.9995996356010437,1,Commercial Bank of Ethiopia,['Other']
this is the simplest bookeeping system or method. I like it .,Positive,0.0,POSITIVE,0.9957931041717529,5,Commercial Bank of Ethiopia,['Login/Access']
These days the App is Crashing immediately after Login please check,Positive,0.0,NEGATIVE,0.993334174156189,5,Commercial Bank of Ethiopia,"['Login/Access', 'Performance']"
I gave it 5🌟 BC this app deserves. Thank you for your services. Appreciated.,Positive,0.2,POSITIVE,0.9996128678321838,5,Commercial Bank of Ethiopia,['Other']
fantastic and best,Positive,0.7,POSITIVE,0.9998780488967896,5,Commercial Bank of Ethiopia,['Other']
"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",Negative,0.0,NEGATIVE,0.9993646740913391,1,Commercial Bank of Ethiopia,"['Transaction Issues', 'Performance']"
♡,Positive,0.0,NEGATIVE,0.6970565915107727,5,Commercial Bank of Ethiopia,['Other']
Very amazing application,Positive,0.7800000000000001,POSITIVE,0.9998730421066284,5,Commercial Bank of Ethiopia,['Other']
Easy and fantastic to use,Positive,0.4166666666666667,POSITIVE,0.9998811483383179,5,Commercial Bank of Ethiopia,['Other']
ዋውነው,Neutral,,NEGATIVE,0.6970565915107727,3,Commercial Bank of Ethiopia,['Other']
The way its menu arranged to use is easy to use.,Positive,0.43333333333333335,POSITIVE,0.9718009233474731,5,Commercial Bank of Ethiopia,['Other']
Nice app,Positive,0.6,POSITIVE,0.9998061060905457,3,Commercial Bank of Ethiopia,['Other']
Beya,Positive,0.0,POSITIVE,0.5640395879745483,5,Commercial Bank of Ethiopia,['Other']
"Its not bad, but there are plenty of errors .",Negative,0.3499999999999999,NEGATIVE,0.9978809952735901,2,Commercial Bank of Ethiopia,['Other']
Waw fantastic Aplication,Positive,0.4,POSITIVE,0.9994812607765198,5,Commercial Bank of Ethiopia,['Other']
I am satisfied by this Ap Thank you,Positive,0.5,POSITIVE,0.9998270869255066,5,Commercial Bank of Ethiopia,['Other']
Best of the best application for ever,Positive,1.0,POSITIVE,0.9998230338096619,5,Commercial Bank of Ethiopia,['Other']
This app is better,Positive,0.5,POSITIVE,0.9131498336791992,5,Commercial Bank of Ethiopia,['Other']
"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",Negative,0.3033333333333333,NEGATIVE,0.9966446161270142,1,Commercial Bank of Ethiopia,['Feature Requests']
CBE NOOR,Positive,0.0,POSITIVE,0.9799768924713135,5,Commercial Bank of Ethiopia,['Other']
It is good app,Positive,0.7,POSITIVE,0.9998652935028076,5,Commercial Bank of Ethiopia,['Other']
Amazing App,Positive,0.6000000000000001,POSITIVE,0.9998670816421509,5,Commercial Bank of Ethiopia,['Other']
ያስቸግራል,Neutral,,NEGATIVE,0.6970565915107727,4,Commercial Bank of Ethiopia,['Other']
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",Negative,-0.45,NEGATIVE,0.9997912049293518,1,Commercial Bank of Ethiopia,['Performance']
Very buggy!,Negative,0.25,NEGATIVE,0.9886261820793152,2,Commercial Bank of Ethiopia,['Other']
WOW good,Positive,0.39999999999999997,POSITIVE,0.9998598098754883,5,Commercial Bank of Ethiopia,['Other']
Very good 😊,Positive,0.9099999999999999,POSITIVE,0.999870777130127,3,Commercial Bank of Ethiopia,['Other']
Very sad.,Negative,-0.65,NEGATIVE,0.9996789693832397,5,Commercial Bank of Ethiopia,['Other']
Excellent arrangements,Positive,1.0,POSITIVE,0.9998513460159302,5,Commercial Bank of Ethiopia,['Other']
So good,Positive,0.7,POSITIVE,0.999841570854187,5,Commercial Bank of Ethiopia,['Other']
a good apps to save my money &withdraw my money to service,Positive,0.7,POSITIVE,0.9948310256004333,5,Commercial Bank of Ethiopia,['Transaction Issues']
It's easy and good,Positive,0.5666666666666667,POSITIVE,0.9998728036880493,5,Commercial Bank of Ethiopia,['Other']
It is best app,Positive,1.0,POSITIVE,0.9997313618659973,5,Commercial Bank of Ethiopia,['Other']
አለሚቱ ምስጋነዉ,Neutral,,NEGATIVE,0.7850590348243713,1,Commercial Bank of Ethiopia,['Other']
It is not functioning most of the time,Positive,0.5,NEGATIVE,0.9997466206550598,3,Commercial Bank of Ethiopia,['Other']
Best!,Positive,1.0,POSITIVE,0.9998348951339722,5,Commercial Bank of Ethiopia,['Other']
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,Positive,0.8,NEGATIVE,0.9949735403060913,3,Commercial Bank of Ethiopia,['Login/Access']
This app now not open what's problem? Please solve it,Negative,0.0,NEGATIVE,0.9984076619148254,1,Commercial Bank of Ethiopia,['Other']
nice thanks,Positive,0.4,POSITIVE,0.999849796295166,5,Commercial Bank of Ethiopia,['Other']
በቅርቡ ችግር ተፈጥሯል ፣ Developer Option ካልተዘጋ አይሰራም፣ Developer Option ከተዘጋ ደግሞ ስልካችን ፍጥነት ለመታዘዝ ይዘገያል ፣ ከዚህ አማራጭ ሌላ ብትጠቀሙ ባይ ነኝ :: Android ላይ,Negative,,NEGATIVE,0.9661839604377747,1,Commercial Bank of Ethiopia,['Feature Requests']
Very nice i'm happy,Positive,0.79,POSITIVE,0.9998593330383301,5,Commercial Bank of Ethiopia,['Other']
It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,Negative,0.10833333333333334,NEGATIVE,0.9991856217384338,1,Commercial Bank of Ethiopia,['Performance']
❤️,Positive,0.0,NEGATIVE,0.6970565915107727,5,Commercial Bank of Ethiopia,['Other']
Can't even load our transaction history!!,Negative,0.0,NEGATIVE,0.9994427561759949,1,Commercial Bank of Ethiopia,['Transaction Issues']
I am happy of this app,Positive,0.8,POSITIVE,0.9998650550842285,5,Commercial Bank of Ethiopia,['Other']
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",Positive,0.39166666666666666,POSITIVE,0.6683245301246643,4,Commercial Bank of Ethiopia,['Feature Requests']
Very good app,Positive,0.9099999999999999,POSITIVE,0.9998675584793091,5,Commercial Bank of Ethiopia,['Other']
👍 good,Positive,0.7,POSITIVE,0.9998576641082764,5,Commercial Bank of Ethiopia,['Other']
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,Neutral,0.195,NEGATIVE,0.9931367635726929,3,Commercial Bank of Ethiopia,['Transaction Issues']
It is stop working !,Negative,0.0,NEGATIVE,0.9996010661125183,1,Commercial Bank of Ethiopia,['Other']
It's not bad 👍,Negative,0.3499999999999999,POSITIVE,0.9996799230575562,2,Commercial Bank of Ethiopia,['Other']
It shut down without warning,Negative,-0.15555555555555556,NEGATIVE,0.9854583740234375,1,Commercial Bank of Ethiopia,['Other']
"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",Positive,0.15000000000000008,NEGATIVE,0.997967541217804,5,Commercial Bank of Ethiopia,['Other']
I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,Neutral,-0.125,NEGATIVE,0.999372661113739,3,Commercial Bank of Ethiopia,['Other']
So good 👍 👏,Positive,0.7,POSITIVE,0.9998732805252075,5,Commercial Bank of Ethiopia,['Other']
This app is very interesting and simple to use.,Positive,0.325,POSITIVE,0.9996544122695923,5,Commercial Bank of Ethiopia,['Other']
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",Negative,-0.3625,NEGATIVE,0.9992187023162842,2,Commercial Bank of Ethiopia,"['Transaction Issues', 'Feature Requests']"
"Smart and easy to use, i like this app",Positive,0.3238095238095238,POSITIVE,0.9998407363891602,5,Commercial Bank of Ethiopia,['Other']
በፊት ጥሩነበር አሁን ምኑን ነካችሁት ተበላሽቷል አይሰራም,Negative,,NEGATIVE,0.9200406670570374,1,Commercial Bank of Ethiopia,['Other']
The best app I love it,Positive,0.75,POSITIVE,0.9998717308044434,5,Commercial Bank of Ethiopia,['Other']
Is not useful,Neutral,-0.15,NEGATIVE,0.9997987151145935,3,Commercial Bank of Ethiopia,['Other']
It's ok,Positive,0.5,POSITIVE,0.9998351335525513,5,Commercial Bank of Ethiopia,['Other']
Like,Neutral,0.0,POSITIVE,0.9910564422607422,3,Commercial Bank of Ethiopia,['Other']
It's good,Positive,0.7,POSITIVE,0.9998360872268677,5,Commercial Bank of Ethiopia,['Other']
Its good service,Positive,0.7,POSITIVE,0.999849796295166,4,Commercial Bank of Ethiopia,['Other']
Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,Negative,-0.125,NEGATIVE,0.99915611743927,1,Commercial Bank of Ethiopia,['Transaction Issues']
"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",Negative,-0.25,NEGATIVE,0.9991911053657532,1,Commercial Bank of Ethiopia,['Transaction Issues']
Awash birr pro,Negative,0.0,NEGATIVE,0.9963383674621582,1,Commercial Bank of Ethiopia,['Other']
It is a very important application.,Positive,0.52,POSITIVE,0.999725878238678,5,Commercial Bank of Ethiopia,['Other']
አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,Neutral,,NEGATIVE,0.8832131028175354,3,Commercial Bank of Ethiopia,['Other']
To save my time best app to me i like this app tnx cbe !!!,Positive,1.0,NEGATIVE,0.9875180125236511,5,Commercial Bank of Ethiopia,['Other']
Very nice,Positive,0.78,POSITIVE,0.9998563528060913,5,Commercial Bank of Ethiopia,['Other']
"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",Positive,0.07291666666666667,POSITIVE,0.9879405498504639,5,Commercial Bank of Ethiopia,['Transaction Issues']
Comfortable,Positive,0.4,POSITIVE,0.9998550415039062,5,Commercial Bank of Ethiopia,['Other']
Help,Positive,0.0,POSITIVE,0.9892712831497192,5,Commercial Bank of Ethiopia,['Other']
App keeps on crashing after the latest update. Failures are frequent.,Neutral,0.3,NEGATIVE,0.9993783235549927,3,Commercial Bank of Ethiopia,['Performance']
I don't need to update this app,Positive,0.0,POSITIVE,0.8771613240242004,5,Commercial Bank of Ethiopia,['Other']
Good work !! Thank you !,Positive,1.0,POSITIVE,0.9998635053634644,5,Commercial Bank of Ethiopia,['Other']
Application Baay'ee Gaariidha . Hojii Keenya Salphisuu fi Yeroo Nuuf Qusachuu Keeysatti .... Waan Jajjabeeyfamuu Qabuudha !!!,Positive,0.0,NEGATIVE,0.9899823069572449,5,Commercial Bank of Ethiopia,['Other']
"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",Negative,0.06818181818181818,NEGATIVE,0.9996976852416992,1,Commercial Bank of Ethiopia,['Other']
Very fast and easy to use,Positive,0.3466666666666667,POSITIVE,0.9995383024215698,5,Commercial Bank of Ethiopia,['Other']
It is best application,Positive,1.0,POSITIVE,0.999606192111969,5,Commercial Bank of Ethiopia,['Other']
This apps amazing,Positive,0.6000000000000001,POSITIVE,0.9998751878738403,5,Commercial Bank of Ethiopia,['Other']
100%👍,Positive,0.0,POSITIVE,0.9974650144577026,5,Commercial Bank of Ethiopia,['Other']
This App. Is just a Meaningful Application for our country..,Positive,0.5,POSITIVE,0.9990418553352356,5,Commercial Bank of Ethiopia,['Other']
"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",Positive,0.5317460317460317,POSITIVE,0.9993579983711243,5,Commercial Bank of Ethiopia,['Other']
The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,Negative,-0.325,NEGATIVE,0.9997221827507019,1,Commercial Bank of Ethiopia,['Performance']
Efficient,Positive,0.0,POSITIVE,0.9998533725738525,5,Commercial Bank of Ethiopia,['Other']
ሰሞኑን እያሰቸገረ ነው እንጂ ቀላል እና ፈጣን,Neutral,,NEGATIVE,0.9200406670570374,3,Commercial Bank of Ethiopia,['Other']
So nice,Positive,0.6,POSITIVE,0.9998610019683838,5,Commercial Bank of Ethiopia,['Other']
New update new version not working,Negative,0.13636363636363635,NEGATIVE,0.999659538269043,1,Commercial Bank of Ethiopia,['Other']
that is good,Positive,0.7,POSITIVE,0.9998364448547363,5,Commercial Bank of Ethiopia,['Other']
"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",Positive,0.14339285714285716,POSITIVE,0.8294110894203186,4,Commercial Bank of Ethiopia,['Performance']
The Best mobile banking app in Ethiopia. Thanks CBE,Positive,0.6,POSITIVE,0.9998087286949158,5,Commercial Bank of Ethiopia,['Other']
Cbe,Positive,0.0,POSITIVE,0.9966009855270386,5,Commercial Bank of Ethiopia,['Other']
Too poor comparing to other countries.,Negative,-0.2625,NEGATIVE,0.9996059536933899,1,Commercial Bank of Ethiopia,['Other']
Tank,Positive,0.0,NEGATIVE,0.9976772665977478,5,Commercial Bank of Ethiopia,['Other']
Senà shelu,Positive,0.0,POSITIVE,0.748911440372467,5,Commercial Bank of Ethiopia,['Other']
it is not working,Positive,0.0,NEGATIVE,0.9997721314430237,5,Commercial Bank of Ethiopia,['Other']
Waww,Negative,0.0,NEGATIVE,0.9088252782821655,1,Commercial Bank of Ethiopia,['Other']
It is good,Positive,0.7,POSITIVE,0.9998494386672974,5,Commercial Bank of Ethiopia,['Other']
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",Neutral,0.13636363636363635,NEGATIVE,0.9964019060134888,3,Commercial Bank of Ethiopia,['Performance']
Simple good app,Positive,0.35,POSITIVE,0.9998643398284912,4,Commercial Bank of Ethiopia,['Other']
"After the last two update, I am facing the worst experience with this app.",Negative,-0.5,NEGATIVE,0.999794065952301,1,Commercial Bank of Ethiopia,['Other']
Now it's crashing like crazy. It doesn't even open after a recent update.,Negative,-0.19999999999999998,NEGATIVE,0.9995834231376648,1,Commercial Bank of Ethiopia,['Performance']
This app is so incredible,Positive,0.9,POSITIVE,0.9998726844787598,5,Commercial Bank of Ethiopia,['Other']
Mobail banking is the letest tecnologi,Positive,0.0,NEGATIVE,0.9940383434295654,5,Commercial Bank of Ethiopia,['Other']
without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,Negative,0.0,NEGATIVE,0.9968906044960022,1,Commercial Bank of Ethiopia,['Transaction Issues']
It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,Negative,0.025,NEGATIVE,0.9970723390579224,1,Commercial Bank of Ethiopia,['Transaction Issues']
it does not connect,Negative,0.0,NEGATIVE,0.9997904896736145,1,Commercial Bank of Ethiopia,['Other']
Good application,Positive,0.7,POSITIVE,0.999854564666748,5,Commercial Bank of Ethiopia,['Other']
The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,Negative,-0.3333333333333333,NEGATIVE,0.9997552037239075,1,Commercial Bank of Ethiopia,['Other']
This should run for worst app of the year,Negative,-1.0,NEGATIVE,0.9997993111610413,1,Commercial Bank of Ethiopia,['Other']
Very bad,Negative,-0.9099999999999998,NEGATIVE,0.9997884631156921,1,Commercial Bank of Ethiopia,['Other']
Bad,Negative,-0.6999999999999998,NEGATIVE,0.999782383441925,1,Commercial Bank of Ethiopia,['Other']
It is nice app!,Positive,0.75,POSITIVE,0.9998447895050049,4,Commercial Bank of Ethiopia,['Other']
Very nice app,Positive,0.78,POSITIVE,0.9998562335968018,5,Commercial Bank of Ethiopia,['Other']
"It's easy to use, but there is some problems sometimes when update the app in the network areas...",Positive,0.43333333333333335,NEGATIVE,0.9943804144859314,4,Commercial Bank of Ethiopia,['Other']
No manage beneficiary for my app,Negative,0.0,NEGATIVE,0.999631404876709,1,Commercial Bank of Ethiopia,['Other']
Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,Negative,0.06666666666666667,POSITIVE,0.8520461320877075,2,Commercial Bank of Ethiopia,"['Transaction Issues', 'Feature Requests']"
Very good mobile app,Positive,0.9099999999999999,POSITIVE,0.9998629093170166,5,Commercial Bank of Ethiopia,['Other']
Very Good,Positive,0.9099999999999999,POSITIVE,0.9998520612716675,5,Commercial Bank of Ethiopia,['Other']
"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",Neutral,0.012121212121212125,NEGATIVE,0.9995330572128296,3,Commercial Bank of Ethiopia,['Transaction Issues']
The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,Positive,0.5,NEGATIVE,0.9994816184043884,1,Commercial Bank of Ethiopia,['Other']
Not worek recipient !!,Negative,0.0,NEGATIVE,0.6950615644454956,1,Commercial Bank of Ethiopia,['Other']
Best application,Positive,1.0,POSITIVE,0.9998098015785217,5,Commercial Bank of Ethiopia,['Other']
"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",Negative,0.1609375,NEGATIVE,0.9523299336433411,1,Commercial Bank of Ethiopia,['Feature Requests']
I like the app,Positive,0.0,POSITIVE,0.9994398951530457,5,Commercial Bank of Ethiopia,['Other']
"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",Negative,-0.010615079365079364,NEGATIVE,0.9994357228279114,1,Commercial Bank of Ethiopia,"['Transaction Issues', 'Feature Requests']"
Number one,Positive,0.0,POSITIVE,0.999716579914093,5,Commercial Bank of Ethiopia,['Other']
Updating the app is must everytime they release it even to reload the transaction.,Negative,0.0,NEGATIVE,0.9953692555427551,2,Commercial Bank of Ethiopia,['Transaction Issues']
These app is beast But the new update is great,Positive,0.4681818181818182,POSITIVE,0.9992660880088806,5,Commercial Bank of Ethiopia,['Other']
Bahilu ketema,Negative,0.0,NEGATIVE,0.9338395595550537,2,Commercial Bank of Ethiopia,['Other']
It's easy and user friendly!,Positive,0.4510416666666667,POSITIVE,0.9988501071929932,5,Commercial Bank of Ethiopia,['Other']
It is helpful to save time and energy,Positive,0.0,POSITIVE,0.9988180994987488,5,Commercial Bank of Ethiopia,['Other']
DIGITAL LEADER BANK IN ETHIOPIA CBE,Positive,0.0,POSITIVE,0.9734249114990234,5,Commercial Bank of Ethiopia,['Other']
Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,Negative,-0.75,NEGATIVE,0.9956076741218567,1,Commercial Bank of Ethiopia,['Feature Requests']
🤙best,Positive,0.0,NEGATIVE,0.6970565915107727,5,Commercial Bank of Ethiopia,['Other']
😔,Negative,0.0,NEGATIVE,0.6970565915107727,2,Commercial Bank of Ethiopia,['Other']
I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,Negative,0.24545454545454545,NEGATIVE,0.9992456436157227,1,Commercial Bank of Ethiopia,['Feature Requests']
"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",Positive,0.5,POSITIVE,0.9357491135597229,5,Commercial Bank of Ethiopia,['Transaction Issues']
Where ever you go no one is like cbe mobile banking.it's absolutely perfect,Positive,1.0,POSITIVE,0.9998345375061035,5,Commercial Bank of Ethiopia,['Other']
"Does""nt give you a list of beneficieries.",Negative,0.0,POSITIVE,0.9234074354171753,2,Commercial Bank of Ethiopia,['Other']
Ti,Negative,0.0,POSITIVE,0.9913840293884277,1,Commercial Bank of Ethiopia,['Other']
"trasaction history needs to be more,",Positive,0.5,NEGATIVE,0.9970212578773499,2,Commercial Bank of Ethiopia,['Other']
This app is more helpful and best,Positive,0.75,POSITIVE,0.9988846182823181,5,Commercial Bank of Ethiopia,['Other']
I like it more the app cbe thank you !,Positive,0.625,POSITIVE,0.9997392296791077,5,Commercial Bank of Ethiopia,['Other']
Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,Positive,0.5,NEGATIVE,0.99681156873703,1,Commercial Bank of Ethiopia,['Other']
Correct your order of incoming and outgoing birr,Neutral,0.0,NEGATIVE,0.8908084034919739,3,Commercial Bank of Ethiopia,['Other']
Nice App,Positive,0.6,POSITIVE,0.9998061060905457,5,Commercial Bank of Ethiopia,['Other']
The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,Positive,-0.2,NEGATIVE,0.9993588328361511,4,Commercial Bank of Ethiopia,['Feature Requests']
Wow amazing app,Positive,0.35000000000000003,POSITIVE,0.9998513460159302,4,Commercial Bank of Ethiopia,['Other']
Woow app,Negative,0.0,NEGATIVE,0.9864674210548401,2,Commercial Bank of Ethiopia,['Other']
Wow 👌 👏,Positive,0.1,POSITIVE,0.998944103717804,5,Commercial Bank of Ethiopia,['Other']
Best App👌🏿,Positive,1.0,POSITIVE,0.9997019171714783,5,Commercial Bank of Ethiopia,['Other']
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",Negative,0.045238095238095244,NEGATIVE,0.5818902850151062,2,Commercial Bank of Ethiopia,['Feature Requests']
It keeps asking for an update recursively since the last update. What is going on??,Negative,0.0,NEGATIVE,0.998496413230896,2,Commercial Bank of Ethiopia,['Other']
I donot want to update.,Positive,0.0,POSITIVE,0.6200531721115112,5,Commercial Bank of Ethiopia,['Other']
The qr code scans must be backed to see the transfer is done and to use it easily,Positive,0.43333333333333335,NEGATIVE,0.9893652200698853,2,Commercial Bank of Ethiopia,['Transaction Issues']
"አፕልኬሽኑ የተላከልኝን ብር ቶሎ አያሳይም ። ከ 24 ሰዓት በላይ ይቆያል። ይህ ለቢዝነስ በጣም አስቸጋሪ ሆኖብኛል። መፍትሔ አላችሁ ? This application is too slow & inactive to notify & record transactions, & hence I faced difficulty using it for businesses. would you fix it?",Neutral,,NEGATIVE,0.9996609687805176,1,Commercial Bank of Ethiopia,"['Transaction Issues', 'Performance']"
Nice app thanks cbe,Positive,0.4,POSITIVE,0.9998252987861633,5,Commercial Bank of Ethiopia,['Other']
NICE,Positive,0.6,POSITIVE,0.9998552799224854,5,Commercial Bank of Ethiopia,['Other']
It is very nice to use,Positive,0.78,POSITIVE,0.9998107552528381,5,Commercial Bank of Ethiopia,['Other']
"the ""developer mode"" need to be fixed, it sucks",Negative,-0.09999999999999999,NEGATIVE,0.9996726512908936,2,Commercial Bank of Ethiopia,['Other']
"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",Negative,-0.03125,NEGATIVE,0.999788224697113,1,Commercial Bank of Ethiopia,['Other']
It very important app,Positive,0.52,POSITIVE,0.9997138381004333,5,Commercial Bank of Ethiopia,['Other']
Data problems,Negative,0.0,NEGATIVE,0.9996092915534973,1,Commercial Bank of Ethiopia,['Other']
nice one,Positive,0.6,POSITIVE,0.9998481273651123,5,Commercial Bank of Ethiopia,['Other']
This app after update they ask verification .why they restricted for update?,Positive,0.0,NEGATIVE,0.9927914142608643,5,Commercial Bank of Ethiopia,['Other']
Best and ease to use,Positive,1.0,POSITIVE,0.9997965693473816,5,Commercial Bank of Ethiopia,['Other']
thank you very much and we are very very happy with your service🥰,Positive,0.63,POSITIVE,0.9998617172241211,5,Commercial Bank of Ethiopia,['Other']
